Date,Product_ID,Product_Name,Category,Quantity_Sold,Wholesale_Price,Retail_Price,Revenue,Profit
28-03-2023,1,Polo shirt,Shirts,20,300,399,7980,1980
28-03-2023,2,Jeans,Pants,18,600,699,12582,1782
28-03-2023,3,Denim jacket,Outerwear,11,700,749,8239,539
28-03-2023,4,Tuxedo, Suits,21,560,669,14049,2289
28-03-2023,5,V-neck -Sweaters,Sweaters,12,420,489,5868,828
28-03-2023,6,Graphic T-shirt,T-shirts,12,150,199,2388,588
28-03-2023,7,Running jacket,Activewear,10,420,499,4990,790
28-03-2023,8,Belt,Accessories,17,110,159,2703,833
28-03-2023,9,Watch,Accessories,17,380,419,7123,663
28-03-2023,10,Sneakers,Footwear,20,350,449,8980,1980
29-03-2023,1,Polo shirt,Shirts,18,300,399,7182,1782
29-03-2023,2,Jeans,Pants,14,600,699,9786,1386
29-03-2023,3,Denim jacket,Outerwear,23,700,749,17227,1127
29-03-2023,4,Tuxedo, Suits,12,560,669,8028,1308
29-03-2023,5,V-neck -Sweaters,Sweaters,14,420,489,6846,966
29-03-2023,6,Graphic T-shirt,T-shirts,14,150,199,2786,686
29-03-2023,7,Running jacket,Activewear,28,420,499,13972,2212
29-03-2023,8,Belt,Accessories,23,110,159,3657,1127
29-03-2023,9,Watch,Accessories,13,380,419,5447,507
29-03-2023,10,Sneakers,Footwear,22,350,449,9878,2178
30-03-2023,1,Polo shirt,Shirts,19,300,399,7581,1881
30-03-2023,2,Jeans,Pants,27,600,699,18873,2673
30-03-2023,3,Denim jacket,Outerwear,17,700,749,12733,833
30-03-2023,4,Tuxedo, Suits,17,560,669,11373,1853
30-03-2023,5,V-neck -Sweaters,Sweaters,16,420,489,7824,1104
30-03-2023,6,Graphic T-shirt,T-shirts,17,150,199,3383,833
30-03-2023,7,Running jacket,Activewear,23,420,499,11477,1817
30-03-2023,8,Belt,Accessories,28,110,159,4452,1372
30-03-2023,9,Watch,Accessories,15,380,419,6285,585
30-03-2023,10,Sneakers,Footwear,10,350,449,4490,990
31-03-2023,1,Polo shirt,Shirts,24,300,399,9576,2376
31-03-2023,2,Jeans,Pants,10,600,699,6990,990
31-03-2023,3,Denim jacket,Outerwear,26,700,749,19474,1274
31-03-2023,4,Tuxedo, Suits,10,560,669,6690,1090
31-03-2023,5,V-neck -Sweaters,Sweaters,24,420,489,11736,1656
31-03-2023,6,Graphic T-shirt,T-shirts,11,150,199,2189,539
31-03-2023,7,Running jacket,Activewear,23,420,499,11477,1817
31-03-2023,8,Belt,Accessories,17,110,159,2703,833
31-03-2023,9,Watch,Accessories,17,380,419,7123,663
31-03-2023,10,Sneakers,Footwear,28,350,449,12572,2772
01-04-2023,1,Polo shirt,Shirts,16,300,399,6384,1584
01-04-2023,2,Jeans,Pants,28,600,699,19572,2772
01-04-2023,3,Denim jacket,Outerwear,15,700,749,11235,735
01-04-2023,4,Tuxedo, Suits,15,560,669,10035,1635
01-04-2023,5,V-neck -Sweaters,Sweaters,12,420,489,5868,828
01-04-2023,6,Graphic T-shirt,T-shirts,16,150,199,3184,784
01-04-2023,7,Running jacket,Activewear,28,420,499,13972,2212
01-04-2023,8,Belt,Accessories,17,110,159,2703,833
01-04-2023,9,Watch,Accessories,19,380,419,7961,741
01-04-2023,10,Sneakers,Footwear,29,350,449,13021,2871
02-04-2023,1,Polo shirt,Shirts,24,300,399,9576,2376
02-04-2023,2,Jeans,Pants,24,600,699,16776,2376
02-04-2023,3,Denim jacket,Outerwear,10,700,749,7490,490
02-04-2023,4,Tuxedo, Suits,29,560,669,19401,3161
02-04-2023,5,V-neck -Sweaters,Sweaters,16,420,489,7824,1104
02-04-2023,6,Graphic T-shirt,T-shirts,13,150,199,2587,637
02-04-2023,7,Running jacket,Activewear,15,420,499,7485,1185
02-04-2023,8,Belt,Accessories,10,110,159,1590,490
02-04-2023,9,Watch,Accessories,14,380,419,5866,546
02-04-2023,10,Sneakers,Footwear,10,350,449,4490,990
03-04-2023,1,Polo shirt,Shirts,13,300,399,5187,1287
03-04-2023,2,Jeans,Pants,11,600,699,7689,1089
03-04-2023,3,Denim jacket,Outerwear,19,700,749,14231,931
03-04-2023,4,Tuxedo, Suits,14,560,669,9366,1526
03-04-2023,5,V-neck -Sweaters,Sweaters,19,420,489,9291,1311
03-04-2023,6,Graphic T-shirt,T-shirts,10,150,199,1990,490
03-04-2023,7,Running jacket,Activewear,15,420,499,7485,1185
03-04-2023,8,Belt,Accessories,22,110,159,3498,1078
03-04-2023,9,Watch,Accessories,24,380,419,10056,936
03-04-2023,10,Sneakers,Footwear,13,350,449,5837,1287
04-04-2023,1,Polo shirt,Shirts,22,300,399,8778,2178
04-04-2023,2,Jeans,Pants,29,600,699,20271,2871
04-04-2023,3,Denim jacket,Outerwear,24,700,749,17976,1176
04-04-2023,4,Tuxedo, Suits,17,560,669,11373,1853
04-04-2023,5,V-neck -Sweaters,Sweaters,14,420,489,6846,966
04-04-2023,6,Graphic T-shirt,T-shirts,24,150,199,4776,1176
04-04-2023,7,Running jacket,Activewear,13,420,499,6487,1027
04-04-2023,8,Belt,Accessories,21,110,159,3339,1029
04-04-2023,9,Watch,Accessories,22,380,419,9218,858
04-04-2023,10,Sneakers,Footwear,11,350,449,4939,1089
05-04-2023,1,Polo shirt,Shirts,28,300,399,11172,2772
05-04-2023,2,Jeans,Pants,28,600,699,19572,2772
05-04-2023,3,Denim jacket,Outerwear,13,700,749,9737,637
05-04-2023,4,Tuxedo, Suits,13,560,669,8697,1417
05-04-2023,5,V-neck -Sweaters,Sweaters,20,420,489,9780,1380
05-04-2023,6,Graphic T-shirt,T-shirts,14,150,199,2786,686
05-04-2023,7,Running jacket,Activewear,29,420,499,14471,2291
05-04-2023,8,Belt,Accessories,20,110,159,3180,980
05-04-2023,9,Watch,Accessories,19,380,419,7961,741
05-04-2023,10,Sneakers,Footwear,17,350,449,7633,1683
06-04-2023,1,Polo shirt,Shirts,15,300,399,5985,1485
06-04-2023,2,Jeans,Pants,15,600,699,10485,1485
06-04-2023,3,Denim jacket,Outerwear,17,700,749,12733,833
06-04-2023,4,Tuxedo, Suits,24,560,669,16056,2616
06-04-2023,5,V-neck -Sweaters,Sweaters,23,420,489,11247,1587
06-04-2023,6,Graphic T-shirt,T-shirts,20,150,199,3980,980
06-04-2023,7,Running jacket,Activewear,21,420,499,10479,1659
06-04-2023,8,Belt,Accessories,22,110,159,3498,1078
06-04-2023,9,Watch,Accessories,17,380,419,7123,663
06-04-2023,10,Sneakers,Footwear,27,350,449,12123,2673
07-04-2023,1,Polo shirt,Shirts,10,300,399,3990,990
07-04-2023,2,Jeans,Pants,24,600,699,16776,2376
07-04-2023,3,Denim jacket,Outerwear,17,700,749,12733,833
07-04-2023,4,Tuxedo, Suits,20,560,669,13380,2180
07-04-2023,5,V-neck -Sweaters,Sweaters,21,420,489,10269,1449
07-04-2023,6,Graphic T-shirt,T-shirts,21,150,199,4179,1029
07-04-2023,7,Running jacket,Activewear,13,420,499,6487,1027
07-04-2023,8,Belt,Accessories,25,110,159,3975,1225
07-04-2023,9,Watch,Accessories,13,380,419,5447,507
07-04-2023,10,Sneakers,Footwear,14,350,449,6286,1386
08-04-2023,1,Polo shirt,Shirts,14,300,399,5586,1386
08-04-2023,2,Jeans,Pants,17,600,699,11883,1683
08-04-2023,3,Denim jacket,Outerwear,19,700,749,14231,931
08-04-2023,4,Tuxedo, Suits,26,560,669,17394,2834
08-04-2023,5,V-neck -Sweaters,Sweaters,18,420,489,8802,1242
08-04-2023,6,Graphic T-shirt,T-shirts,28,150,199,5572,1372
08-04-2023,7,Running jacket,Activewear,23,420,499,11477,1817
08-04-2023,8,Belt,Accessories,17,110,159,2703,833
08-04-2023,9,Watch,Accessories,18,380,419,7542,702
08-04-2023,10,Sneakers,Footwear,20,350,449,8980,1980
09-04-2023,1,Polo shirt,Shirts,10,300,399,3990,990
09-04-2023,2,Jeans,Pants,23,600,699,16077,2277
09-04-2023,3,Denim jacket,Outerwear,14,700,749,10486,686
09-04-2023,4,Tuxedo, Suits,23,560,669,15387,2507
09-04-2023,5,V-neck -Sweaters,Sweaters,13,420,489,6357,897
09-04-2023,6,Graphic T-shirt,T-shirts,10,150,199,1990,490
09-04-2023,7,Running jacket,Activewear,28,420,499,13972,2212
09-04-2023,8,Belt,Accessories,17,110,159,2703,833
09-04-2023,9,Watch,Accessories,24,380,419,10056,936
09-04-2023,10,Sneakers,Footwear,24,350,449,10776,2376
10-04-2023,1,Polo shirt,Shirts,18,300,399,7182,1782
10-04-2023,2,Jeans,Pants,18,600,699,12582,1782
10-04-2023,3,Denim jacket,Outerwear,19,700,749,14231,931
10-04-2023,4,Tuxedo, Suits,29,560,669,19401,3161
10-04-2023,5,V-neck -Sweaters,Sweaters,18,420,489,8802,1242
10-04-2023,6,Graphic T-shirt,T-shirts,12,150,199,2388,588
10-04-2023,7,Running jacket,Activewear,29,420,499,14471,2291
10-04-2023,8,Belt,Accessories,20,110,159,3180,980
10-04-2023,9,Watch,Accessories,15,380,419,6285,585
10-04-2023,10,Sneakers,Footwear,11,350,449,4939,1089
11-04-2023,1,Polo shirt,Shirts,16,300,399,6384,1584
11-04-2023,2,Jeans,Pants,27,600,699,18873,2673
11-04-2023,3,Denim jacket,Outerwear,11,700,749,8239,539
11-04-2023,4,Tuxedo, Suits,26,560,669,17394,2834
11-04-2023,5,V-neck -Sweaters,Sweaters,20,420,489,9780,1380
11-04-2023,6,Graphic T-shirt,T-shirts,21,150,199,4179,1029
11-04-2023,7,Running jacket,Activewear,28,420,499,13972,2212
11-04-2023,8,Belt,Accessories,16,110,159,2544,784
11-04-2023,9,Watch,Accessories,29,380,419,12151,1131
11-04-2023,10,Sneakers,Footwear,15,350,449,6735,1485
12-04-2023,1,Polo shirt,Shirts,10,300,399,3990,990
12-04-2023,2,Jeans,Pants,26,600,699,18174,2574
12-04-2023,3,Denim jacket,Outerwear,20,700,749,14980,980
12-04-2023,4,Tuxedo, Suits,27,560,669,18063,2943
12-04-2023,5,V-neck -Sweaters,Sweaters,26,420,489,12714,1794
12-04-2023,6,Graphic T-shirt,T-shirts,16,150,199,3184,784
12-04-2023,7,Running jacket,Activewear,26,420,499,12974,2054
12-04-2023,8,Belt,Accessories,29,110,159,4611,1421
12-04-2023,9,Watch,Accessories,18,380,419,7542,702
12-04-2023,10,Sneakers,Footwear,26,350,449,11674,2574
13-04-2023,1,Polo shirt,Shirts,29,300,399,11571,2871
13-04-2023,2,Jeans,Pants,17,600,699,11883,1683
13-04-2023,3,Denim jacket,Outerwear,26,700,749,19474,1274
13-04-2023,4,Tuxedo, Suits,16,560,669,10704,1744
13-04-2023,5,V-neck -Sweaters,Sweaters,10,420,489,4890,690
13-04-2023,6,Graphic T-shirt,T-shirts,22,150,199,4378,1078
13-04-2023,7,Running jacket,Activewear,28,420,499,13972,2212
13-04-2023,8,Belt,Accessories,28,110,159,4452,1372
13-04-2023,9,Watch,Accessories,26,380,419,10894,1014
13-04-2023,10,Sneakers,Footwear,22,350,449,9878,2178
14-04-2023,1,Polo shirt,Shirts,25,300,399,9975,2475
14-04-2023,2,Jeans,Pants,17,600,699,11883,1683
14-04-2023,3,Denim jacket,Outerwear,28,700,749,20972,1372
14-04-2023,4,Tuxedo, Suits,27,560,669,18063,2943
14-04-2023,5,V-neck -Sweaters,Sweaters,10,420,489,4890,690
14-04-2023,6,Graphic T-shirt,T-shirts,23,150,199,4577,1127
14-04-2023,7,Running jacket,Activewear,28,420,499,13972,2212
14-04-2023,8,Belt,Accessories,24,110,159,3816,1176
14-04-2023,9,Watch,Accessories,27,380,419,11313,1053
14-04-2023,10,Sneakers,Footwear,11,350,449,4939,1089
15-04-2023,1,Polo shirt,Shirts,26,300,399,10374,2574
15-04-2023,2,Jeans,Pants,27,600,699,18873,2673
15-04-2023,3,Denim jacket,Outerwear,15,700,749,11235,735
15-04-2023,4,Tuxedo, Suits,28,560,669,18732,3052
15-04-2023,5,V-neck -Sweaters,Sweaters,13,420,489,6357,897
15-04-2023,6,Graphic T-shirt,T-shirts,10,150,199,1990,490
15-04-2023,7,Running jacket,Activewear,17,420,499,8483,1343
15-04-2023,8,Belt,Accessories,16,110,159,2544,784
15-04-2023,9,Watch,Accessories,12,380,419,5028,468
15-04-2023,10,Sneakers,Footwear,19,350,449,8531,1881
16-04-2023,1,Polo shirt,Shirts,19,300,399,7581,1881
16-04-2023,2,Jeans,Pants,28,600,699,19572,2772
16-04-2023,3,Denim jacket,Outerwear,23,700,749,17227,1127
16-04-2023,4,Tuxedo, Suits,11,560,669,7359,1199
16-04-2023,5,V-neck -Sweaters,Sweaters,10,420,489,4890,690
16-04-2023,6,Graphic T-shirt,T-shirts,27,150,199,5373,1323
16-04-2023,7,Running jacket,Activewear,16,420,499,7984,1264
16-04-2023,8,Belt,Accessories,17,110,159,2703,833
16-04-2023,9,Watch,Accessories,10,380,419,4190,390
16-04-2023,10,Sneakers,Footwear,12,350,449,5388,1188
17-04-2023,1,Polo shirt,Shirts,17,300,399,6783,1683
17-04-2023,2,Jeans,Pants,24,600,699,16776,2376
17-04-2023,3,Denim jacket,Outerwear,14,700,749,10486,686
17-04-2023,4,Tuxedo, Suits,12,560,669,8028,1308
17-04-2023,5,V-neck -Sweaters,Sweaters,28,420,489,13692,1932
17-04-2023,6,Graphic T-shirt,T-shirts,10,150,199,1990,490
17-04-2023,7,Running jacket,Activewear,24,420,499,11976,1896
17-04-2023,8,Belt,Accessories,17,110,159,2703,833
17-04-2023,9,Watch,Accessories,11,380,419,4609,429
17-04-2023,10,Sneakers,Footwear,12,350,449,5388,1188
18-04-2023,1,Polo shirt,Shirts,23,300,399,9177,2277
18-04-2023,2,Jeans,Pants,23,600,699,16077,2277
18-04-2023,3,Denim jacket,Outerwear,20,700,749,14980,980
18-04-2023,4,Tuxedo, Suits,25,560,669,16725,2725
18-04-2023,5,V-neck -Sweaters,Sweaters,13,420,489,6357,897
18-04-2023,6,Graphic T-shirt,T-shirts,29,150,199,5771,1421
18-04-2023,7,Running jacket,Activewear,14,420,499,6986,1106
18-04-2023,8,Belt,Accessories,23,110,159,3657,1127
18-04-2023,9,Watch,Accessories,25,380,419,10475,975
18-04-2023,10,Sneakers,Footwear,27,350,449,12123,2673
19-04-2023,1,Polo shirt,Shirts,16,300,399,6384,1584
19-04-2023,2,Jeans,Pants,19,600,699,13281,1881
19-04-2023,3,Denim jacket,Outerwear,16,700,749,11984,784
19-04-2023,4,Tuxedo, Suits,10,560,669,6690,1090
19-04-2023,5,V-neck -Sweaters,Sweaters,28,420,489,13692,1932
19-04-2023,6,Graphic T-shirt,T-shirts,25,150,199,4975,1225
19-04-2023,7,Running jacket,Activewear,28,420,499,13972,2212
19-04-2023,8,Belt,Accessories,13,110,159,2067,637
19-04-2023,9,Watch,Accessories,27,380,419,11313,1053
19-04-2023,10,Sneakers,Footwear,11,350,449,4939,1089
20-04-2023,1,Polo shirt,Shirts,10,300,399,3990,990
20-04-2023,2,Jeans,Pants,24,600,699,16776,2376
20-04-2023,3,Denim jacket,Outerwear,14,700,749,10486,686
20-04-2023,4,Tuxedo, Suits,29,560,669,19401,3161
20-04-2023,5,V-neck -Sweaters,Sweaters,20,420,489,9780,1380
20-04-2023,6,Graphic T-shirt,T-shirts,19,150,199,3781,931
20-04-2023,7,Running jacket,Activewear,11,420,499,5489,869
20-04-2023,8,Belt,Accessories,12,110,159,1908,588
20-04-2023,9,Watch,Accessories,21,380,419,8799,819
20-04-2023,10,Sneakers,Footwear,29,350,449,13021,2871
21-04-2023,1,Polo shirt,Shirts,14,300,399,5586,1386
21-04-2023,2,Jeans,Pants,14,600,699,9786,1386
21-04-2023,3,Denim jacket,Outerwear,15,700,749,11235,735
21-04-2023,4,Tuxedo, Suits,18,560,669,12042,1962
21-04-2023,5,V-neck -Sweaters,Sweaters,11,420,489,5379,759
21-04-2023,6,Graphic T-shirt,T-shirts,21,150,199,4179,1029
21-04-2023,7,Running jacket,Activewear,12,420,499,5988,948
21-04-2023,8,Belt,Accessories,29,110,159,4611,1421
21-04-2023,9,Watch,Accessories,21,380,419,8799,819
21-04-2023,10,Sneakers,Footwear,26,350,449,11674,2574
22-04-2023,1,Polo shirt,Shirts,19,300,399,7581,1881
22-04-2023,2,Jeans,Pants,23,600,699,16077,2277
22-04-2023,3,Denim jacket,Outerwear,26,700,749,19474,1274
22-04-2023,4,Tuxedo, Suits,27,560,669,18063,2943
22-04-2023,5,V-neck -Sweaters,Sweaters,28,420,489,13692,1932
22-04-2023,6,Graphic T-shirt,T-shirts,26,150,199,5174,1274
22-04-2023,7,Running jacket,Activewear,23,420,499,11477,1817
22-04-2023,8,Belt,Accessories,18,110,159,2862,882
22-04-2023,9,Watch,Accessories,17,380,419,7123,663
22-04-2023,10,Sneakers,Footwear,11,350,449,4939,1089
23-04-2023,1,Polo shirt,Shirts,22,300,399,8778,2178
23-04-2023,2,Jeans,Pants,16,600,699,11184,1584
23-04-2023,3,Denim jacket,Outerwear,18,700,749,13482,882
23-04-2023,4,Tuxedo, Suits,20,560,669,13380,2180
23-04-2023,5,V-neck -Sweaters,Sweaters,23,420,489,11247,1587
23-04-2023,6,Graphic T-shirt,T-shirts,13,150,199,2587,637
23-04-2023,7,Running jacket,Activewear,22,420,499,10978,1738
23-04-2023,8,Belt,Accessories,11,110,159,1749,539
23-04-2023,9,Watch,Accessories,14,380,419,5866,546
23-04-2023,10,Sneakers,Footwear,20,350,449,8980,1980
24-04-2023,1,Polo shirt,Shirts,15,300,399,5985,1485
24-04-2023,2,Jeans,Pants,27,600,699,18873,2673
24-04-2023,3,Denim jacket,Outerwear,19,700,749,14231,931
24-04-2023,4,Tuxedo, Suits,13,560,669,8697,1417
24-04-2023,5,V-neck -Sweaters,Sweaters,18,420,489,8802,1242
24-04-2023,6,Graphic T-shirt,T-shirts,15,150,199,2985,735
24-04-2023,7,Running jacket,Activewear,11,420,499,5489,869
24-04-2023,8,Belt,Accessories,26,110,159,4134,1274
24-04-2023,9,Watch,Accessories,14,380,419,5866,546
24-04-2023,10,Sneakers,Footwear,15,350,449,6735,1485
25-04-2023,1,Polo shirt,Shirts,21,300,399,8379,2079
25-04-2023,2,Jeans,Pants,19,600,699,13281,1881
25-04-2023,3,Denim jacket,Outerwear,15,700,749,11235,735
25-04-2023,4,Tuxedo, Suits,17,560,669,11373,1853
25-04-2023,5,V-neck -Sweaters,Sweaters,11,420,489,5379,759
25-04-2023,6,Graphic T-shirt,T-shirts,21,150,199,4179,1029
25-04-2023,7,Running jacket,Activewear,22,420,499,10978,1738
25-04-2023,8,Belt,Accessories,16,110,159,2544,784
25-04-2023,9,Watch,Accessories,19,380,419,7961,741
25-04-2023,10,Sneakers,Footwear,22,350,449,9878,2178
26-04-2023,1,Polo shirt,Shirts,26,300,399,10374,2574
26-04-2023,2,Jeans,Pants,23,600,699,16077,2277
26-04-2023,3,Denim jacket,Outerwear,11,700,749,8239,539
26-04-2023,4,Tuxedo, Suits,20,560,669,13380,2180
26-04-2023,5,V-neck -Sweaters,Sweaters,10,420,489,4890,690
26-04-2023,6,Graphic T-shirt,T-shirts,28,150,199,5572,1372
26-04-2023,7,Running jacket,Activewear,13,420,499,6487,1027
26-04-2023,8,Belt,Accessories,28,110,159,4452,1372
26-04-2023,9,Watch,Accessories,20,380,419,8380,780
26-04-2023,10,Sneakers,Footwear,17,350,449,7633,1683
27-04-2023,1,Polo shirt,Shirts,20,300,399,7980,1980
27-04-2023,2,Jeans,Pants,13,600,699,9087,1287
27-04-2023,3,Denim jacket,Outerwear,26,700,749,19474,1274
27-04-2023,4,Tuxedo, Suits,16,560,669,10704,1744
27-04-2023,5,V-neck -Sweaters,Sweaters,17,420,489,8313,1173
27-04-2023,6,Graphic T-shirt,T-shirts,12,150,199,2388,588
27-04-2023,7,Running jacket,Activewear,11,420,499,5489,869
27-04-2023,8,Belt,Accessories,24,110,159,3816,1176
27-04-2023,9,Watch,Accessories,14,380,419,5866,546
27-04-2023,10,Sneakers,Footwear,10,350,449,4490,990
28-04-2023,1,Polo shirt,Shirts,13,300,399,5187,1287
28-04-2023,2,Jeans,Pants,24,600,699,16776,2376
28-04-2023,3,Denim jacket,Outerwear,29,700,749,21721,1421
28-04-2023,4,Tuxedo, Suits,28,560,669,18732,3052
28-04-2023,5,V-neck -Sweaters,Sweaters,12,420,489,5868,828
28-04-2023,6,Graphic T-shirt,T-shirts,29,150,199,5771,1421
28-04-2023,7,Running jacket,Activewear,20,420,499,9980,1580
28-04-2023,8,Belt,Accessories,26,110,159,4134,1274
28-04-2023,9,Watch,Accessories,22,380,419,9218,858
28-04-2023,10,Sneakers,Footwear,20,350,449,8980,1980
29-04-2023,1,Polo shirt,Shirts,11,300,399,4389,1089
29-04-2023,2,Jeans,Pants,18,600,699,12582,1782
29-04-2023,3,Denim jacket,Outerwear,11,700,749,8239,539
29-04-2023,4,Tuxedo, Suits,18,560,669,12042,1962
29-04-2023,5,V-neck -Sweaters,Sweaters,18,420,489,8802,1242
29-04-2023,6,Graphic T-shirt,T-shirts,17,150,199,3383,833
29-04-2023,7,Running jacket,Activewear,26,420,499,12974,2054
29-04-2023,8,Belt,Accessories,10,110,159,1590,490
29-04-2023,9,Watch,Accessories,20,380,419,8380,780
29-04-2023,10,Sneakers,Footwear,17,350,449,7633,1683
30-04-2023,1,Polo shirt,Shirts,19,300,399,7581,1881
30-04-2023,2,Jeans,Pants,16,600,699,11184,1584
30-04-2023,3,Denim jacket,Outerwear,12,700,749,8988,588
30-04-2023,4,Tuxedo, Suits,12,560,669,8028,1308
30-04-2023,5,V-neck -Sweaters,Sweaters,27,420,489,13203,1863
30-04-2023,6,Graphic T-shirt,T-shirts,14,150,199,2786,686
30-04-2023,7,Running jacket,Activewear,21,420,499,10479,1659
30-04-2023,8,Belt,Accessories,21,110,159,3339,1029
30-04-2023,9,Watch,Accessories,28,380,419,11732,1092
30-04-2023,10,Sneakers,Footwear,15,350,449,6735,1485
01-05-2023,1,Polo shirt,Shirts,11,300,399,4389,1089
01-05-2023,2,Jeans,Pants,21,600,699,14679,2079
01-05-2023,3,Denim jacket,Outerwear,28,700,749,20972,1372
01-05-2023,4,Tuxedo, Suits,14,560,669,9366,1526
01-05-2023,5,V-neck -Sweaters,Sweaters,21,420,489,10269,1449
01-05-2023,6,Graphic T-shirt,T-shirts,26,150,199,5174,1274
01-05-2023,7,Running jacket,Activewear,26,420,499,12974,2054
01-05-2023,8,Belt,Accessories,19,110,159,3021,931
01-05-2023,9,Watch,Accessories,26,380,419,10894,1014
01-05-2023,10,Sneakers,Footwear,24,350,449,10776,2376
02-05-2023,1,Polo shirt,Shirts,21,300,399,8379,2079
02-05-2023,2,Jeans,Pants,25,600,699,17475,2475
02-05-2023,3,Denim jacket,Outerwear,28,700,749,20972,1372
02-05-2023,4,Tuxedo, Suits,17,560,669,11373,1853
02-05-2023,5,V-neck -Sweaters,Sweaters,26,420,489,12714,1794
02-05-2023,6,Graphic T-shirt,T-shirts,14,150,199,2786,686
02-05-2023,7,Running jacket,Activewear,25,420,499,12475,1975
02-05-2023,8,Belt,Accessories,15,110,159,2385,735
02-05-2023,9,Watch,Accessories,17,380,419,7123,663
02-05-2023,10,Sneakers,Footwear,27,350,449,12123,2673
03-05-2023,1,Polo shirt,Shirts,21,300,399,8379,2079
03-05-2023,2,Jeans,Pants,24,600,699,16776,2376
03-05-2023,3,Denim jacket,Outerwear,18,700,749,13482,882
03-05-2023,4,Tuxedo, Suits,22,560,669,14718,2398
03-05-2023,5,V-neck -Sweaters,Sweaters,24,420,489,11736,1656
03-05-2023,6,Graphic T-shirt,T-shirts,19,150,199,3781,931
03-05-2023,7,Running jacket,Activewear,25,420,499,12475,1975
03-05-2023,8,Belt,Accessories,16,110,159,2544,784
03-05-2023,9,Watch,Accessories,26,380,419,10894,1014
03-05-2023,10,Sneakers,Footwear,16,350,449,7184,1584
04-05-2023,1,Polo shirt,Shirts,23,300,399,9177,2277
04-05-2023,2,Jeans,Pants,24,600,699,16776,2376
04-05-2023,3,Denim jacket,Outerwear,16,700,749,11984,784
04-05-2023,4,Tuxedo, Suits,18,560,669,12042,1962
04-05-2023,5,V-neck -Sweaters,Sweaters,28,420,489,13692,1932
04-05-2023,6,Graphic T-shirt,T-shirts,25,150,199,4975,1225
04-05-2023,7,Running jacket,Activewear,17,420,499,8483,1343
04-05-2023,8,Belt,Accessories,27,110,159,4293,1323
04-05-2023,9,Watch,Accessories,27,380,419,11313,1053
04-05-2023,10,Sneakers,Footwear,29,350,449,13021,2871
05-05-2023,1,Polo shirt,Shirts,16,300,399,6384,1584
05-05-2023,2,Jeans,Pants,12,600,699,8388,1188
05-05-2023,3,Denim jacket,Outerwear,27,700,749,20223,1323
05-05-2023,4,Tuxedo, Suits,19,560,669,12711,2071
05-05-2023,5,V-neck -Sweaters,Sweaters,16,420,489,7824,1104
05-05-2023,6,Graphic T-shirt,T-shirts,26,150,199,5174,1274
05-05-2023,7,Running jacket,Activewear,23,420,499,11477,1817
05-05-2023,8,Belt,Accessories,12,110,159,1908,588
05-05-2023,9,Watch,Accessories,21,380,419,8799,819
05-05-2023,10,Sneakers,Footwear,22,350,449,9878,2178
06-05-2023,1,Polo shirt,Shirts,11,300,399,4389,1089
06-05-2023,2,Jeans,Pants,12,600,699,8388,1188
06-05-2023,3,Denim jacket,Outerwear,14,700,749,10486,686
06-05-2023,4,Tuxedo, Suits,20,560,669,13380,2180
06-05-2023,5,V-neck -Sweaters,Sweaters,17,420,489,8313,1173
06-05-2023,6,Graphic T-shirt,T-shirts,21,150,199,4179,1029
06-05-2023,7,Running jacket,Activewear,16,420,499,7984,1264
06-05-2023,8,Belt,Accessories,24,110,159,3816,1176
06-05-2023,9,Watch,Accessories,26,380,419,10894,1014
06-05-2023,10,Sneakers,Footwear,13,350,449,5837,1287
07-05-2023,1,Polo shirt,Shirts,22,300,399,8778,2178
07-05-2023,2,Jeans,Pants,27,600,699,18873,2673
07-05-2023,3,Denim jacket,Outerwear,10,700,749,7490,490
07-05-2023,4,Tuxedo, Suits,25,560,669,16725,2725
07-05-2023,5,V-neck -Sweaters,Sweaters,22,420,489,10758,1518
07-05-2023,6,Graphic T-shirt,T-shirts,19,150,199,3781,931
07-05-2023,7,Running jacket,Activewear,21,420,499,10479,1659
07-05-2023,8,Belt,Accessories,11,110,159,1749,539
07-05-2023,9,Watch,Accessories,12,380,419,5028,468
07-05-2023,10,Sneakers,Footwear,19,350,449,8531,1881
08-05-2023,1,Polo shirt,Shirts,11,300,399,4389,1089
08-05-2023,2,Jeans,Pants,22,600,699,15378,2178
08-05-2023,3,Denim jacket,Outerwear,22,700,749,16478,1078
08-05-2023,4,Tuxedo, Suits,27,560,669,18063,2943
08-05-2023,5,V-neck -Sweaters,Sweaters,12,420,489,5868,828
08-05-2023,6,Graphic T-shirt,T-shirts,16,150,199,3184,784
08-05-2023,7,Running jacket,Activewear,23,420,499,11477,1817
08-05-2023,8,Belt,Accessories,29,110,159,4611,1421
08-05-2023,9,Watch,Accessories,26,380,419,10894,1014
08-05-2023,10,Sneakers,Footwear,21,350,449,9429,2079
09-05-2023,1,Polo shirt,Shirts,25,300,399,9975,2475
09-05-2023,2,Jeans,Pants,21,600,699,14679,2079
09-05-2023,3,Denim jacket,Outerwear,24,700,749,17976,1176
09-05-2023,4,Tuxedo, Suits,19,560,669,12711,2071
09-05-2023,5,V-neck -Sweaters,Sweaters,16,420,489,7824,1104
09-05-2023,6,Graphic T-shirt,T-shirts,29,150,199,5771,1421
09-05-2023,7,Running jacket,Activewear,14,420,499,6986,1106
09-05-2023,8,Belt,Accessories,10,110,159,1590,490
09-05-2023,9,Watch,Accessories,26,380,419,10894,1014
